Business Name,VBSC,City,State,Latitude,Longitude,Description,Business Website,Business Model,CSA,Food-Hub,Cooperative,Online (Delivery or Pickup),Legal Structure,Mission Statement,National,Regional,State,County,Produce,Dairy,Meat,Eggs,Seafood,Value-Added/ Dry goods,Preserves/ Honey,Value Claims,Health/Nutrition,Fresh,Local,Sustainable/Environment,Fair,Community,Humane (Animal),AHSF,Education (Consumers),Education (Farmers),Commerce/Economics (Local Economy),Affordability,Transparency,Organic,Accessability,Services Provided ,Market Outlets,# of Producers
Down East Connect,1,Whiteville,NC,34.33878,-78.703072,"No exclusion or inclusion other than attempting to source locally. Welcome to Down East Connect! As you probably know, we're a local farm-to-table non-profit, targeting the southeast region of North Carolina. Our program is a grassroots effort between Wilmington business-owner Joshua Heinberg and NCSU Cooperative Extension Service Horticultural Agent, Howard Wallace, to literally bridge the gap between urban consumers and rural producers by managing the online farmers market and organizing fresh from the farm deliveries from a wide variety of local farms on an efficient one-day-per-week schedule.",http://www.farmersfreshmarket.org/downeast/,.,1,1,0,1,.,,0,0,1,0,1,1,1,1,0,1,1,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Off the Vine Market Inc,1,Williamsburg,VA,37.270703,-76.70745,"Welcome to Off the Vine Market where our offerings include fresh local fares ordered from our online market. Regular features include pastured raised and organic grass fed meats, sustainably grown produce, free range eggs, prepared meals, and much more! We partner with local and regional farmers, artisan cheese makers, coffee roasters, neighborhood artists and craftspeople. Our fares come from small family farms, some over 150 years old, where soils have been worked without the use of chemicals, herbicides, and/or pesticides. Our Farmers take care of their land in a sustainable manner, not only for this generation but for the next. Let us be your personal shoppers in saving you time, money, and providing peace of mind, by knowing where your food originated. Take some time and explore our site, read about the Farms and producers that we support. We are proud to say that we buy local, and can offer you an opportunity to do the same",http://www.offthevinemarket.com/store/pc/home.asp,.,0,1,0,1,LLC,,0,1,0,0,1,1,1,1,1,1,1,.,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,.,.,.
Bountiful Sprout,1,Wimberley,TX,29.997439,-98.098627,"Dedicated to finding the best local products and bringing them directly to you without a middle man.... 90% of sales go back to the producer! Our goal is to provide our members with a locally-grown or locally-made alternative to standard trucked-in groceries, while building our local economy and creating new jobs for our community.",http://localfoodmarketplace.com/bountifulsprout/,aggregator; online ordering,0,1,0,1,LLC,,0,0,1,0,1,1,1,1,0,1,0,.,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,online ordering; sorting locations for producer delivery and customer pick up,.,.
"Coastal Farms, Inc",1,Windsor,VA,36.808483,-76.744125,"Sells a large variety of products that have production practices required like IPM, practicing organic, free range/pasture, aintibiotic free, grass-fed. Has food donations to local food pantries/banks",http://www.cooppartners.coop/,.,0,1,0,1,LLC,,0,1,0,0,1,1,1,1,0,1,1,.,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,.,.,.
"Neesvig's, Inc",1,Windsor,WI,43.218325,-89.341506,"Neesvig’s and Empire Fish Company’s primary responsibility as wholesalers is to provide the highest quality products on a consistent basis to our customers.  Additionally, Neesvig’s and Empire Fish have a desire to support those who share our ideal that food tastes better when it’s raised, harvested or made with the welfare of the animals, fishery or craftsmanship as the primary concern.  Our challenge is to find partners who fulfill our need to offer the highest quality products, while maintaining consistent supply, without compromising our shared ideals. t’s through this challenge that our responsible sourcing philosophies are born.  Through years of hard work and unwillingness to compromise, the Neesvig’s and Empire Fish supply chain is made up of partners who understand that supplying proteins in an economically viable way is predicated on being able to consistently meet demand.  In addition, our partners also understand that demand is driven by the ever increasing number of consumers requesting socially and environmentally sustainable products, and they expertly balance the two.  As evidence of our confidence in our supplier network, we proudly maintain a transparent supply chain for all of our products",http://neesvigs.co/,.,0,1,0,0,.,,0,1,0,0,0,1,1,0,1,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,.,.,.
"Northeast Family Farms, LLC",1,Woburn,MA,42.479262,-71.152277,"Northeast Family Farms is about creating a supply chain between the farmer and the chef. For many local communities this may be the only way to preserve the rural landscape, enhance economic development, and enable current and future generations to stay on the farm, caring for their land and livestock. Our foods are purchased directly from small-to-medium sized family-run farms throughout the Northeast. We pay a premium for all beef, lamb, veal, pork, fruits, vegetables, and dairy products from our farm partners. Our commitment is to provide these locally-raised products in a manner that compliments their menu or retail store applications",http://www.northeastfamilyfarms.com/,.,0,1,0,0,LLC,,0,1,0,0,0,0,1,0,0,0,0,.,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,.,.,.
21 Acres Center for Local Food and Sustainable Living Food Hub,1,Woodinville,WA,47.754583,-122.15889,Put much emphasis on environment/sustainability as well as supplying beyond organic.,http://www.21acres.org/farm-to-table/regional-food-hub-at-21-acres,"food hub, aggregation, distribution",0,1,0,0,non-profit,,0,0,1,0,1,0,0,0,0,0,0,local sustainable farm product,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,.,.,.
Moore Farms and Friends,1,Woodland,AL,32.529858,-85.772734,"Moore Farms and Friends is happy to offer a new way to order fresh local and regional foods for your family's table with our Online Market. Features include custom ordering options, a wide array of products, nutrition information and plenty of delicious farmhouse recipes for your culinary delight. We have several convenient pickup locations in Metro Atlanta! Moore Farms and Friends is a marketing association of small-scale Sustainable, Certified Naturally Grown and USDA Certified Organic food producers. We are very particular about our growing and production practices: we never use any toxic chemicals to grow our food and we only use earth-friendly methods. This is our way of ensuring you have regular access to the high quality, fresh, nutritious and delicious foods we grow for you and your family. Moore Farms is proud to represent a growing number of local and regional food producers. Our goals are to increase: the availability of foods produced in the Southeast U.S., our grower's sales opportunities and your local food choices. Production practices are of the utmost importance to us. Every producer we represent is either Certified USDA Organic, Certified Naturally Grown, or Sustainable in their methods. We invite you to browse through the Grower Directory and get to know the folks who produce the foods we all eat",https://www.moorefarmsandfriends.com/store/pc/viewContent.asp?idpage=10,.,0,1,0,1,.,,0,1,0,0,1,1,1,1,0,1,1,.,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,.,.,.
Local Roots Market & Café (Wooster Local Foods Cooperative),,Wooster,OH,40.805057,-81.935143,"To establish a year-round market place for the purpose of connecting consumers and producers of locally grown foods and other agricultural products. Our goals are to encourage healthy eating, expand local economic development, promote community involvement, and sustainable living. Local Roots combines a market where shoppers can conveniently browse a variety of products from over 100 local producers and a cafe that makes fresh, healthy, seasonal dishes from local ingredients. In addition, Local Roots serves as an informal community center, hosting meetings of local organizations and presenting classes on topics such as gardening, healthy cooking, food preservation, crafts, and issues relating to sustainability. Local Roots is a Producer/Consumer Cooperative that depends on the support of members.  Anyone can be a member, but it is not required to shop",http://localrootswooster.com/,.,,,,,cooperative,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,.,.
Lake to River Cooperative,1,Youngstown,OH,41.09978,-80.649519,no inclusion/exclusion,https://www.localfoodmarketplace.com/laketoriver/,.,0,1,1,1,.,,0,0,1,0,1,1,1,1,0,1,0,.,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.
Grow Youngstown,1,Youngstown,OH,41.09978,-80.649519,"Values are providing local and increasing accessibility. “To create a healthy, socially just, economically viable and inter-dependent local food system promoting the sustainable growth of food, forest, forage and fuel. We are dedicated to reducing our carbon imprint, raising local agricultural skills and resources in Youngstown and neighboring communities. We envision Youngstown as a model for food security that employs urban agriculture, waste reduction and resource re-use. As center of local and direct markets, small plot agricultural production and processing, citizens will find cottage industry scale and meaningful work opportunities. This return to our agricultural heritage as a means of strengthening our health and economic security will create opportunities for people of many generations, organizations, and cultures to build relationships and care for the environment",http://growyoungstown.org/,.,1,0,0,0,non-profit,,0,0,1,0,1,0,0,0,0,0,0,.,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,.,.,.
Food FOCUS program - St. Paul Public Schools (MN); Denver Public Schools (CO),,,,,,No. Not a VBSC,N/A,farm-to-school,,,,,other,.,,,,,1,0,1,0,0,0,,.,,,,,,,,,,,,,,,,.,.,.
Pudget Sound Food Hub,1,,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitely VBSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Farmers markets, which operate once or twice per seek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food cooperatives, retail outlets, or auctions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not enough information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitely not VBSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
